clean_text,sentiment
sample tweet 2416,neutral
sample tweet 2417,positive
sample tweet 2418,negative
sample tweet 2419,positive
sample tweet 2420,neutral
sample tweet 2421,positive
sample tweet 2422,positive
sample tweet 2423,negative
sample tweet 2424,positive
sample tweet 2425,neutral
sample tweet 2426,negative
sample tweet 2427,neutral
sample tweet 2428,negative
sample tweet 2429,neutral
sample tweet 2430,positive
sample tweet 2431,neutral
sample tweet 2432,neutral
sample tweet 2433,positive
sample tweet 2434,negative
sample tweet 2435,negative
sample tweet 2436,negative
sample tweet 2437,positive
sample tweet 2438,negative
sample tweet 2439,negative
sample tweet 2440,negative
sample tweet 2441,negative
sample tweet 2442,positive
sample tweet 2443,negative
sample tweet 2444,neutral
sample tweet 2445,neutral
sample tweet 2446,negative
sample tweet 2447,positive
sample tweet 2448,negative
sample tweet 2449,positive
sample tweet 2450,negative
sample tweet 2451,positive
sample tweet 2452,positive
sample tweet 2453,neutral
sample tweet 2454,positive
sample tweet 2455,neutral
sample tweet 2456,neutral
sample tweet 2457,neutral
sample tweet 2458,negative
sample tweet 2459,neutral
sample tweet 2460,positive
sample tweet 2461,positive
sample tweet 2462,positive
sample tweet 2463,negative
sample tweet 2464,neutral
sample tweet 2465,neutral
sample tweet 2466,positive
sample tweet 2467,positive
sample tweet 2468,negative
sample tweet 2469,positive
sample tweet 2470,neutral
sample tweet 2471,positive
sample tweet 2472,negative
sample tweet 2473,neutral
sample tweet 2474,neutral
sample tweet 2475,positive
sample tweet 2476,positive
sample tweet 2477,positive
sample tweet 2478,neutral
sample tweet 2479,positive
sample tweet 2480,positive
sample tweet 2481,neutral
sample tweet 2482,positive
sample tweet 2483,neutral
sample tweet 2484,positive
sample tweet 2485,negative
sample tweet 2486,neutral
sample tweet 2487,positive
sample tweet 2488,positive
sample tweet 2489,positive
sample tweet 2490,positive
sample tweet 2491,negative
sample tweet 2492,negative
sample tweet 2493,negative
sample tweet 2494,neutral
sample tweet 2495,neutral
sample tweet 2496,negative
sample tweet 2497,neutral
sample tweet 2498,positive
sample tweet 2499,positive
sample tweet 2500,negative
sample tweet 2501,negative
sample tweet 2502,positive
sample tweet 2503,negative
sample tweet 2504,neutral
sample tweet 2505,positive
sample tweet 2506,neutral
sample tweet 2507,neutral
sample tweet 2508,negative
sample tweet 2509,neutral
sample tweet 2510,positive
sample tweet 2511,positive
sample tweet 2512,positive
sample tweet 2513,neutral
sample tweet 2514,positive
sample tweet 2515,positive
sample tweet 2516,neutral
sample tweet 2517,positive
sample tweet 2518,positive
sample tweet 2519,negative
sample tweet 2520,neutral
sample tweet 2521,positive
sample tweet 2522,positive
sample tweet 2523,neutral
sample tweet 2524,neutral
sample tweet 2525,positive
sample tweet 2526,positive
sample tweet 2527,neutral
sample tweet 2528,positive
sample tweet 2529,positive
sample tweet 2530,neutral
sample tweet 2531,positive
sample tweet 2532,negative
sample tweet 2533,positive
sample tweet 2534,neutral
sample tweet 2535,neutral
sample tweet 2536,positive
sample tweet 2537,negative
sample tweet 2538,neutral
sample tweet 2539,positive
sample tweet 2540,positive
sample tweet 2541,positive
sample tweet 2542,positive
sample tweet 2543,neutral
sample tweet 2544,positive
sample tweet 2545,neutral
sample tweet 2546,neutral
sample tweet 2547,negative
sample tweet 2548,positive
sample tweet 2549,neutral
sample tweet 2550,negative
sample tweet 2551,neutral
sample tweet 2552,positive
sample tweet 2553,neutral
sample tweet 2554,positive
sample tweet 2555,positive
sample tweet 2556,positive
sample tweet 2557,positive
sample tweet 2558,negative
sample tweet 2559,neutral
sample tweet 2560,positive
sample tweet 2561,neutral
sample tweet 2562,neutral
sample tweet 2563,positive
sample tweet 2564,positive
sample tweet 2565,negative
sample tweet 2566,positive
sample tweet 2567,neutral
sample tweet 2568,neutral
sample tweet 2569,positive
sample tweet 2570,positive
sample tweet 2571,positive
sample tweet 2572,positive
sample tweet 2573,positive
sample tweet 2574,neutral
sample tweet 2575,negative
sample tweet 2576,negative
sample tweet 2577,positive
sample tweet 2578,negative
sample tweet 2579,neutral
sample tweet 2580,neutral
sample tweet 2581,positive
sample tweet 2582,neutral
sample tweet 2583,positive
sample tweet 2584,negative
sample tweet 2585,positive
sample tweet 2586,positive
sample tweet 2587,negative
sample tweet 2588,neutral
sample tweet 2589,neutral
sample tweet 2590,negative
sample tweet 2591,negative
sample tweet 2592,positive
sample tweet 2593,negative
sample tweet 2594,positive
sample tweet 2595,positive
sample tweet 2596,positive
sample tweet 2597,neutral
sample tweet 2598,positive
sample tweet 2599,positive
sample tweet 2600,positive
sample tweet 2601,negative
sample tweet 2602,positive
sample tweet 2603,positive
sample tweet 2604,negative
sample tweet 2605,negative
sample tweet 2606,neutral
sample tweet 2607,positive
sample tweet 2608,positive
sample tweet 2609,neutral
sample tweet 2610,negative
sample tweet 2611,negative
sample tweet 2612,positive
sample tweet 2613,negative
sample tweet 2614,neutral
sample tweet 2615,positive
sample tweet 2616,neutral
sample tweet 2617,positive
sample tweet 2618,positive
sample tweet 2619,negative
sample tweet 2620,positive
sample tweet 2621,positive
sample tweet 2622,positive
sample tweet 2623,negative
sample tweet 2624,negative
sample tweet 2625,positive
sample tweet 2626,neutral
sample tweet 2627,negative
sample tweet 2628,positive
sample tweet 2629,positive
sample tweet 2630,negative
sample tweet 2631,negative
sample tweet 2632,neutral
sample tweet 2633,positive
sample tweet 2634,positive
sample tweet 2635,neutral
sample tweet 2636,positive
sample tweet 2637,positive
sample tweet 2638,positive
sample tweet 2639,positive
sample tweet 2640,positive
sample tweet 2641,positive
sample tweet 2642,negative
sample tweet 2643,positive
sample tweet 2644,positive
sample tweet 2645,positive
sample tweet 2646,neutral
sample tweet 2647,positive
sample tweet 2648,positive
sample tweet 2649,positive
sample tweet 2650,positive
sample tweet 2651,negative
sample tweet 2652,positive
sample tweet 2653,positive
sample tweet 2654,positive
sample tweet 2655,neutral
sample tweet 2656,negative
sample tweet 2657,positive
sample tweet 2658,positive
sample tweet 2659,negative
sample tweet 2660,neutral
sample tweet 2661,positive
sample tweet 2662,neutral
sample tweet 2663,negative
sample tweet 2664,negative
sample tweet 2665,negative
sample tweet 2666,positive
sample tweet 2667,neutral
sample tweet 2668,negative
sample tweet 2669,positive
sample tweet 2670,negative
sample tweet 2671,positive
sample tweet 2672,neutral
sample tweet 2673,positive
sample tweet 2674,neutral
sample tweet 2675,positive
sample tweet 2676,negative
sample tweet 2677,positive
sample tweet 2678,positive
sample tweet 2679,positive
sample tweet 2680,positive
sample tweet 2681,negative
sample tweet 2682,positive
sample tweet 2683,positive
sample tweet 2684,negative
sample tweet 2685,negative
sample tweet 2686,neutral
sample tweet 2687,positive
sample tweet 2688,negative
sample tweet 2689,positive
sample tweet 2690,positive
sample tweet 2691,positive
sample tweet 2692,positive
sample tweet 2693,neutral
sample tweet 2694,neutral
sample tweet 2695,neutral
sample tweet 2696,positive
sample tweet 2697,negative
sample tweet 2698,neutral
sample tweet 2699,positive
sample tweet 2700,positive
sample tweet 2701,positive
sample tweet 2702,positive
sample tweet 2703,positive
sample tweet 2704,positive
sample tweet 2705,neutral
sample tweet 2706,positive
sample tweet 2707,positive
sample tweet 2708,positive
sample tweet 2709,neutral
sample tweet 2710,positive
sample tweet 2711,neutral
sample tweet 2712,positive
sample tweet 2713,neutral
sample tweet 2714,positive
sample tweet 2715,neutral
sample tweet 2716,positive
sample tweet 2717,negative
sample tweet 2718,negative
sample tweet 2719,positive
sample tweet 2720,neutral
sample tweet 2721,positive
sample tweet 2722,positive
sample tweet 2723,neutral
sample tweet 2724,positive
sample tweet 2725,negative
sample tweet 2726,positive
sample tweet 2727,positive
sample tweet 2728,positive
sample tweet 2729,positive
sample tweet 2730,negative
sample tweet 2731,negative
sample tweet 2732,positive
sample tweet 2733,neutral
sample tweet 2734,neutral
sample tweet 2735,negative
sample tweet 2736,neutral
sample tweet 2737,negative
sample tweet 2738,negative
sample tweet 2739,positive
sample tweet 2740,positive
sample tweet 2741,positive
sample tweet 2742,positive
sample tweet 2743,negative
sample tweet 2744,neutral
sample tweet 2745,negative
sample tweet 2746,neutral
sample tweet 2747,positive
sample tweet 2748,neutral
sample tweet 2749,negative
sample tweet 2750,negative
sample tweet 2751,neutral
sample tweet 2752,neutral
sample tweet 2753,positive
sample tweet 2754,positive
sample tweet 2755,negative
sample tweet 2756,neutral
sample tweet 2757,positive
sample tweet 2758,positive
sample tweet 2759,positive
sample tweet 2760,negative
sample tweet 2761,positive
sample tweet 2762,neutral
sample tweet 2763,positive
sample tweet 2764,negative
sample tweet 2765,positive
sample tweet 2766,negative
sample tweet 2767,neutral
sample tweet 2768,positive
sample tweet 2769,positive
sample tweet 2770,neutral
sample tweet 2771,negative
sample tweet 2772,positive
sample tweet 2773,negative
sample tweet 2774,negative
sample tweet 2775,neutral
sample tweet 2776,negative
sample tweet 2777,neutral
sample tweet 2778,negative
sample tweet 2779,positive
sample tweet 2780,positive
sample tweet 2781,positive
sample tweet 2782,negative
sample tweet 2783,negative
sample tweet 2784,negative
sample tweet 2785,negative
sample tweet 2786,positive
sample tweet 2787,negative
sample tweet 2788,negative
sample tweet 2789,positive
sample tweet 2790,neutral
sample tweet 2791,negative
sample tweet 2792,positive
sample tweet 2793,positive
sample tweet 2794,positive
sample tweet 2795,positive
sample tweet 2796,positive
sample tweet 2797,positive
sample tweet 2798,neutral
sample tweet 2799,neutral
sample tweet 2800,neutral
sample tweet 2801,positive
sample tweet 2802,neutral
sample tweet 2803,positive
sample tweet 2804,positive
sample tweet 2805,positive
sample tweet 2806,neutral
sample tweet 2807,neutral
sample tweet 2808,positive
sample tweet 2809,neutral
sample tweet 2810,positive
sample tweet 2811,positive
sample tweet 2812,positive
sample tweet 2813,neutral
sample tweet 2814,negative
sample tweet 2815,negative
sample tweet 2816,positive
sample tweet 2817,positive
sample tweet 2818,neutral
sample tweet 2819,positive
sample tweet 2820,positive
sample tweet 2821,positive
sample tweet 2822,positive
sample tweet 2823,neutral
sample tweet 2824,positive
sample tweet 2825,positive
sample tweet 2826,positive
sample tweet 2827,neutral
sample tweet 2828,positive
sample tweet 2829,negative
sample tweet 2830,negative
sample tweet 2831,positive
sample tweet 2832,negative
sample tweet 2833,positive
sample tweet 2834,positive
sample tweet 2835,neutral
sample tweet 2836,neutral
sample tweet 2837,negative
sample tweet 2838,positive
sample tweet 2839,positive
sample tweet 2840,positive
sample tweet 2841,positive
sample tweet 2842,negative
sample tweet 2843,positive
sample tweet 2844,positive
sample tweet 2845,negative
sample tweet 2846,neutral
sample tweet 2847,negative
sample tweet 2848,positive
sample tweet 2849,positive
sample tweet 2850,positive
sample tweet 2851,neutral
sample tweet 2852,positive
sample tweet 2853,positive
sample tweet 2854,positive
sample tweet 2855,positive
sample tweet 2856,positive
sample tweet 2857,negative
sample tweet 2858,positive
sample tweet 2859,positive
sample tweet 2860,negative
sample tweet 2861,neutral
sample tweet 2862,positive
sample tweet 2863,positive
sample tweet 2864,positive
sample tweet 2865,neutral
sample tweet 2866,positive
sample tweet 2867,positive
sample tweet 2868,positive
sample tweet 2869,negative
sample tweet 2870,positive
sample tweet 2871,positive
sample tweet 2872,positive
sample tweet 2873,negative
sample tweet 2874,positive
sample tweet 2875,positive
sample tweet 2876,positive
sample tweet 2877,positive
sample tweet 2878,negative
sample tweet 2879,positive
sample tweet 2880,positive
sample tweet 2881,neutral
sample tweet 2882,neutral
sample tweet 2883,positive
sample tweet 2884,positive
sample tweet 2885,positive
sample tweet 2886,negative
sample tweet 2887,positive
sample tweet 2888,positive
sample tweet 2889,positive
sample tweet 2890,positive
sample tweet 2891,negative
sample tweet 2892,neutral
sample tweet 2893,negative
sample tweet 2894,neutral
sample tweet 2895,positive
sample tweet 2896,negative
sample tweet 2897,positive
sample tweet 2898,negative
sample tweet 2899,neutral
sample tweet 2900,neutral
sample tweet 2901,positive
sample tweet 2902,positive
sample tweet 2903,positive
sample tweet 2904,positive
sample tweet 2905,neutral
sample tweet 2906,positive
sample tweet 2907,positive
sample tweet 2908,positive
sample tweet 2909,neutral
sample tweet 2910,positive
sample tweet 2911,positive
sample tweet 2912,negative
sample tweet 2913,positive
sample tweet 2914,neutral
sample tweet 2915,positive
sample tweet 2916,positive
sample tweet 2917,positive
sample tweet 2918,positive
sample tweet 2919,positive
sample tweet 2920,negative
sample tweet 2921,neutral
sample tweet 2922,negative
sample tweet 2923,positive
sample tweet 2924,positive
sample tweet 2925,negative
sample tweet 2926,positive
sample tweet 2927,neutral
sample tweet 2928,neutral
sample tweet 2929,neutral
sample tweet 2930,positive
sample tweet 2931,neutral
sample tweet 2932,negative
sample tweet 2933,neutral
sample tweet 2934,neutral
sample tweet 2935,negative
sample tweet 2936,positive
sample tweet 2937,positive
sample tweet 2938,positive
sample tweet 2939,neutral
sample tweet 2940,positive
sample tweet 2941,negative
sample tweet 2942,negative
sample tweet 2943,positive
sample tweet 2944,neutral
sample tweet 2945,positive
sample tweet 2946,positive
sample tweet 2947,neutral
sample tweet 2948,positive
sample tweet 2949,negative
sample tweet 2950,positive
sample tweet 2951,positive
sample tweet 2952,positive
sample tweet 2953,positive
sample tweet 2954,negative
sample tweet 2955,negative
sample tweet 2956,neutral
sample tweet 2957,positive
sample tweet 2958,positive
sample tweet 2959,negative
sample tweet 2960,negative
sample tweet 2961,positive
sample tweet 2962,positive
sample tweet 2963,negative
sample tweet 2964,neutral
sample tweet 2965,neutral
sample tweet 2966,positive
sample tweet 2967,positive
sample tweet 2968,positive
sample tweet 2969,negative
sample tweet 2970,positive
sample tweet 2971,positive
sample tweet 2972,positive
sample tweet 2973,neutral
sample tweet 2974,negative
sample tweet 2975,negative
sample tweet 2976,positive
sample tweet 2977,positive
sample tweet 2978,positive
sample tweet 2979,positive
sample tweet 2980,positive
sample tweet 2981,positive
sample tweet 2982,positive
sample tweet 2983,positive
sample tweet 2984,positive
sample tweet 2985,positive
sample tweet 2986,neutral
sample tweet 2987,neutral
sample tweet 2988,positive
sample tweet 2989,positive
sample tweet 2990,negative
sample tweet 2991,neutral
sample tweet 2992,positive
sample tweet 2993,positive
sample tweet 2994,neutral
sample tweet 2995,positive
sample tweet 2996,neutral
sample tweet 2997,negative
sample tweet 2998,neutral
sample tweet 2999,neutral
sample tweet 3000,neutral
sample tweet 3001,positive
sample tweet 3002,positive
sample tweet 3003,neutral
sample tweet 3004,positive
sample tweet 3005,negative
sample tweet 3006,positive
sample tweet 3007,positive
sample tweet 3008,positive
sample tweet 3009,neutral
sample tweet 3010,positive
sample tweet 3011,negative
sample tweet 3012,positive
sample tweet 3013,neutral
sample tweet 3014,positive
sample tweet 3015,positive
sample tweet 3016,positive
sample tweet 3017,positive
sample tweet 3018,positive
sample tweet 3019,neutral
sample tweet 3020,positive
sample tweet 3021,positive
sample tweet 3022,negative
sample tweet 3023,positive
sample tweet 3024,positive
sample tweet 3025,negative
sample tweet 3026,neutral
sample tweet 3027,positive
sample tweet 3028,negative
sample tweet 3029,neutral
sample tweet 3030,positive
sample tweet 3031,positive
sample tweet 3032,positive
sample tweet 3033,positive
sample tweet 3034,negative
sample tweet 3035,negative
sample tweet 3036,positive
sample tweet 3037,neutral
sample tweet 3038,neutral
sample tweet 3039,negative
sample tweet 3040,positive
sample tweet 3041,negative
sample tweet 3042,positive
sample tweet 3043,negative
sample tweet 3044,neutral
sample tweet 3045,neutral
sample tweet 3046,negative
sample tweet 3047,positive
sample tweet 3048,neutral
sample tweet 3049,positive
sample tweet 3050,positive
sample tweet 3051,positive
sample tweet 3052,neutral
sample tweet 3053,negative
sample tweet 3054,negative
sample tweet 3055,negative
sample tweet 3056,neutral
sample tweet 3057,positive
sample tweet 3058,neutral
sample tweet 3059,positive
sample tweet 3060,neutral
sample tweet 3061,positive
sample tweet 3062,positive
sample tweet 3063,negative
sample tweet 3064,positive
sample tweet 3065,positive
sample tweet 3066,positive
sample tweet 3067,neutral
sample tweet 3068,neutral
sample tweet 3069,positive
sample tweet 3070,positive
sample tweet 3071,negative
sample tweet 3072,positive
sample tweet 3073,negative
sample tweet 3074,positive
sample tweet 3075,neutral
sample tweet 3076,positive
sample tweet 3077,positive
sample tweet 3078,negative
sample tweet 3079,negative
sample tweet 3080,positive
sample tweet 3081,positive
sample tweet 3082,negative
sample tweet 3083,negative
sample tweet 3084,neutral
sample tweet 3085,neutral
sample tweet 3086,positive
sample tweet 3087,positive
sample tweet 3088,positive
sample tweet 3089,negative
sample tweet 3090,neutral
sample tweet 3091,negative
sample tweet 3092,neutral
sample tweet 3093,neutral
sample tweet 3094,neutral
sample tweet 3095,positive
sample tweet 3096,negative
sample tweet 3097,positive
sample tweet 3098,positive
sample tweet 3099,positive
sample tweet 3100,neutral
sample tweet 3101,neutral
sample tweet 3102,positive
sample tweet 3103,positive
sample tweet 3104,positive
sample tweet 3105,negative
sample tweet 3106,neutral
sample tweet 3107,positive
sample tweet 3108,positive
sample tweet 3109,negative
sample tweet 3110,negative
sample tweet 3111,neutral
sample tweet 3112,positive
sample tweet 3113,positive
sample tweet 3114,positive
sample tweet 3115,neutral
sample tweet 3116,neutral
sample tweet 3117,neutral
sample tweet 3118,negative
sample tweet 3119,neutral
sample tweet 3120,neutral
sample tweet 3121,positive
sample tweet 3122,positive
sample tweet 3123,neutral
sample tweet 3124,positive
sample tweet 3125,neutral
sample tweet 3126,neutral
sample tweet 3127,positive
sample tweet 3128,negative
sample tweet 3129,negative
sample tweet 3130,positive
sample tweet 3131,negative
sample tweet 3132,positive
sample tweet 3133,negative
sample tweet 3134,positive
sample tweet 3135,neutral
sample tweet 3136,positive
sample tweet 3137,negative
sample tweet 3138,neutral
sample tweet 3139,neutral
sample tweet 3140,negative
sample tweet 3141,positive
sample tweet 3142,positive
sample tweet 3143,neutral
sample tweet 3144,negative
sample tweet 3145,positive
sample tweet 3146,neutral
sample tweet 3147,positive
sample tweet 3148,positive
sample tweet 3149,positive
sample tweet 3150,negative
sample tweet 3151,negative
sample tweet 3152,negative
sample tweet 3153,negative
sample tweet 3154,positive
sample tweet 3155,positive
sample tweet 3156,neutral
sample tweet 3157,neutral
sample tweet 3158,neutral
sample tweet 3159,negative
sample tweet 3160,positive
sample tweet 3161,positive
sample tweet 3162,neutral
sample tweet 3163,neutral
sample tweet 3164,negative
sample tweet 3165,negative
sample tweet 3166,negative
sample tweet 3167,negative
sample tweet 3168,positive
sample tweet 3169,positive
sample tweet 3170,positive
sample tweet 3171,neutral
sample tweet 3172,negative
sample tweet 3173,negative
sample tweet 3174,positive
sample tweet 3175,positive
sample tweet 3176,negative
sample tweet 3177,negative
sample tweet 3178,positive
sample tweet 3179,neutral
sample tweet 3180,negative
sample tweet 3181,neutral
sample tweet 3182,neutral
sample tweet 3183,positive
sample tweet 3184,positive
sample tweet 3185,positive
sample tweet 3186,positive
sample tweet 3187,neutral
sample tweet 3188,neutral
sample tweet 3189,positive
sample tweet 3190,negative
sample tweet 3191,negative
sample tweet 3192,negative
sample tweet 3193,neutral
sample tweet 3194,neutral
sample tweet 3195,negative
sample tweet 3196,positive
sample tweet 3197,negative
sample tweet 3198,neutral
sample tweet 3199,neutral
sample tweet 3200,positive
sample tweet 3201,positive
sample tweet 3202,negative
sample tweet 3203,neutral
sample tweet 3204,positive
sample tweet 3205,positive
sample tweet 3206,negative
sample tweet 3207,positive
sample tweet 3208,positive
sample tweet 3209,positive
sample tweet 3210,neutral
sample tweet 3211,negative
sample tweet 3212,neutral
sample tweet 3213,positive
sample tweet 3214,positive
sample tweet 3215,positive
sample tweet 3216,negative
sample tweet 3217,neutral
sample tweet 3218,negative
sample tweet 3219,positive
sample tweet 3220,positive
sample tweet 3221,neutral
sample tweet 3222,neutral
sample tweet 3223,positive
sample tweet 3224,positive
sample tweet 3225,neutral
sample tweet 3226,neutral
sample tweet 3227,positive
sample tweet 3228,negative
sample tweet 3229,neutral
sample tweet 3230,positive
sample tweet 3231,neutral
sample tweet 3232,positive
sample tweet 3233,positive
sample tweet 3234,positive
sample tweet 3235,positive
sample tweet 3236,negative
sample tweet 3237,negative
sample tweet 3238,neutral
sample tweet 3239,positive
sample tweet 3240,negative
sample tweet 3241,neutral
sample tweet 3242,negative
sample tweet 3243,neutral
sample tweet 3244,negative
sample tweet 3245,neutral
sample tweet 3246,neutral
sample tweet 3247,positive
sample tweet 3248,neutral
sample tweet 3249,positive
sample tweet 3250,positive
sample tweet 3251,positive
sample tweet 3252,positive
sample tweet 3253,neutral
sample tweet 3254,positive
sample tweet 3255,negative
sample tweet 3256,neutral
sample tweet 3257,neutral
sample tweet 3258,neutral
sample tweet 3259,negative
sample tweet 3260,positive
sample tweet 3261,positive
sample tweet 3262,neutral
sample tweet 3263,negative
sample tweet 3264,positive
sample tweet 3265,positive
sample tweet 3266,positive
sample tweet 3267,neutral
sample tweet 3268,negative
sample tweet 3269,positive
sample tweet 3270,negative
sample tweet 3271,neutral
sample tweet 3272,neutral
sample tweet 3273,positive
sample tweet 3274,positive
sample tweet 3275,positive
sample tweet 3276,positive
sample tweet 3277,negative
sample tweet 3278,neutral
sample tweet 3279,negative
sample tweet 3280,positive
sample tweet 3281,positive
sample tweet 3282,neutral
sample tweet 3283,positive
sample tweet 3284,neutral
sample tweet 3285,positive
sample tweet 3286,neutral
sample tweet 3287,negative
sample tweet 3288,positive
sample tweet 3289,negative
sample tweet 3290,positive
sample tweet 3291,negative
sample tweet 3292,negative
sample tweet 3293,positive
sample tweet 3294,negative
sample tweet 3295,negative
sample tweet 3296,neutral
sample tweet 3297,negative
sample tweet 3298,neutral
sample tweet 3299,neutral
sample tweet 3300,neutral
sample tweet 3301,neutral
sample tweet 3302,neutral
sample tweet 3303,positive
sample tweet 3304,neutral
sample tweet 3305,positive
sample tweet 3306,negative
sample tweet 3307,neutral
sample tweet 3308,positive
sample tweet 3309,positive
sample tweet 3310,neutral
sample tweet 3311,positive
sample tweet 3312,negative
sample tweet 3313,negative
sample tweet 3314,neutral
sample tweet 3315,positive
sample tweet 3316,positive
sample tweet 3317,positive
sample tweet 3318,negative
sample tweet 3319,positive
sample tweet 3320,neutral
sample tweet 3321,negative
sample tweet 3322,positive
sample tweet 3323,negative
sample tweet 3324,negative
sample tweet 3325,negative
sample tweet 3326,negative
sample tweet 3327,negative
sample tweet 3328,positive
sample tweet 3329,neutral
sample tweet 3330,positive
sample tweet 3331,positive
sample tweet 3332,neutral
sample tweet 3333,positive
sample tweet 3334,positive
sample tweet 3335,neutral
sample tweet 3336,positive
sample tweet 3337,neutral
sample tweet 3338,neutral
sample tweet 3339,positive
sample tweet 3340,positive
sample tweet 3341,negative
sample tweet 3342,neutral
sample tweet 3343,positive
sample tweet 3344,neutral
sample tweet 3345,negative
sample tweet 3346,positive
sample tweet 3347,negative
sample tweet 3348,positive
sample tweet 3349,negative
sample tweet 3350,positive
sample tweet 3351,negative
sample tweet 3352,negative
sample tweet 3353,positive
sample tweet 3354,positive
sample tweet 3355,positive
sample tweet 3356,positive
sample tweet 3357,positive
sample tweet 3358,neutral
sample tweet 3359,positive
sample tweet 3360,positive
sample tweet 3361,positive
sample tweet 3362,positive
sample tweet 3363,negative
sample tweet 3364,negative
sample tweet 3365,positive
sample tweet 3366,negative
sample tweet 3367,positive
sample tweet 3368,negative
sample tweet 3369,negative
sample tweet 3370,positive
sample tweet 3371,negative
sample tweet 3372,positive
sample tweet 3373,positive
sample tweet 3374,neutral
sample tweet 3375,positive
sample tweet 3376,negative
sample tweet 3377,positive
sample tweet 3378,neutral
sample tweet 3379,negative
sample tweet 3380,positive
sample tweet 3381,positive
sample tweet 3382,neutral
sample tweet 3383,neutral
sample tweet 3384,positive
sample tweet 3385,positive
sample tweet 3386,positive
sample tweet 3387,positive
sample tweet 3388,negative
sample tweet 3389,neutral
sample tweet 3390,positive
sample tweet 3391,neutral
sample tweet 3392,negative
sample tweet 3393,positive
sample tweet 3394,neutral
sample tweet 3395,negative
sample tweet 3396,positive
sample tweet 3397,negative
sample tweet 3398,positive
sample tweet 3399,negative
sample tweet 3400,neutral
sample tweet 3401,positive
sample tweet 3402,positive
sample tweet 3403,negative
sample tweet 3404,neutral
sample tweet 3405,positive
sample tweet 3406,positive
sample tweet 3407,negative
sample tweet 3408,neutral
sample tweet 3409,positive
sample tweet 3410,neutral
sample tweet 3411,positive
sample tweet 3412,positive
sample tweet 3413,positive
sample tweet 3414,neutral
sample tweet 3415,negative
sample tweet 3416,negative
sample tweet 3417,negative
sample tweet 3418,positive
sample tweet 3419,positive
sample tweet 3420,positive
sample tweet 3421,neutral
sample tweet 3422,negative
sample tweet 3423,positive
sample tweet 3424,positive
sample tweet 3425,neutral
sample tweet 3426,neutral
sample tweet 3427,positive
sample tweet 3428,negative
sample tweet 3429,neutral
sample tweet 3430,negative
sample tweet 3431,positive
sample tweet 3432,negative
sample tweet 3433,positive
sample tweet 3434,neutral
sample tweet 3435,positive
sample tweet 3436,positive
sample tweet 3437,positive
sample tweet 3438,positive
sample tweet 3439,neutral
sample tweet 3440,neutral
sample tweet 3441,positive
sample tweet 3442,positive
sample tweet 3443,positive
sample tweet 3444,neutral
sample tweet 3445,negative
sample tweet 3446,negative
sample tweet 3447,neutral
sample tweet 3448,negative
sample tweet 3449,positive
sample tweet 3450,positive
sample tweet 3451,positive
sample tweet 3452,negative
sample tweet 3453,negative
sample tweet 3454,neutral
sample tweet 3455,negative
sample tweet 3456,negative
sample tweet 3457,positive
sample tweet 3458,negative
sample tweet 3459,positive
sample tweet 3460,positive
sample tweet 3461,neutral
sample tweet 3462,positive
sample tweet 3463,positive
sample tweet 3464,neutral
sample tweet 3465,positive
sample tweet 3466,positive
sample tweet 3467,negative
sample tweet 3468,neutral
sample tweet 3469,negative
sample tweet 3470,positive
sample tweet 3471,negative
sample tweet 3472,neutral
sample tweet 3473,positive
sample tweet 3474,neutral
sample tweet 3475,neutral
sample tweet 3476,neutral
sample tweet 3477,neutral
sample tweet 3478,negative
sample tweet 3479,neutral
sample tweet 3480,positive
sample tweet 3481,neutral
sample tweet 3482,neutral
sample tweet 3483,neutral
sample tweet 3484,positive
sample tweet 3485,neutral
sample tweet 3486,positive
sample tweet 3487,neutral
sample tweet 3488,positive
sample tweet 3489,positive
sample tweet 3490,negative
sample tweet 3491,negative
sample tweet 3492,neutral
sample tweet 3493,neutral
sample tweet 3494,neutral
sample tweet 3495,negative
sample tweet 3496,negative
sample tweet 3497,positive
sample tweet 3498,neutral
sample tweet 3499,neutral
sample tweet 3500,negative
sample tweet 3501,neutral
sample tweet 3502,positive
sample tweet 3503,neutral
sample tweet 3504,positive
sample tweet 3505,neutral
sample tweet 3506,positive
sample tweet 3507,neutral
sample tweet 3508,neutral
sample tweet 3509,negative
sample tweet 3510,neutral
sample tweet 3511,negative
sample tweet 3512,positive
sample tweet 3513,negative
sample tweet 3514,positive
sample tweet 3515,negative
sample tweet 3516,neutral
sample tweet 3517,neutral
sample tweet 3518,positive
sample tweet 3519,negative
sample tweet 3520,neutral
sample tweet 3521,positive
sample tweet 3522,negative
sample tweet 3523,positive
sample tweet 3524,neutral
sample tweet 3525,positive
sample tweet 3526,positive
sample tweet 3527,negative
sample tweet 3528,positive
sample tweet 3529,negative
sample tweet 3530,positive
sample tweet 3531,negative
sample tweet 3532,negative
sample tweet 3533,negative
sample tweet 3534,neutral
sample tweet 3535,positive
sample tweet 3536,negative
sample tweet 3537,positive
sample tweet 3538,negative
sample tweet 3539,neutral
sample tweet 3540,positive
sample tweet 3541,positive
sample tweet 3542,negative
sample tweet 3543,neutral
sample tweet 3544,negative
sample tweet 3545,negative
sample tweet 3546,positive
sample tweet 3547,neutral
sample tweet 3548,positive
sample tweet 3549,positive
sample tweet 3550,positive
sample tweet 3551,neutral
sample tweet 3552,positive
sample tweet 3553,neutral
sample tweet 3554,positive
sample tweet 3555,neutral
